timeindex,AT_electricity,BE_electricity,CH_electricity,CZ_electricity,DE_electricity,FR_electricity,NO_electricity,PL_electricity,SE_electricity,DK_electricity,AT-biomass-bus,BE-biomass-bus,CH-biomass-bus,CZ-biomass-bus,DE-biomass-bus,DK-biomass-bus,FR-biomass-bus,NO-biomass-bus,PL-biomass-bus,SE-biomass-bus
2030-04-02 09:00:00,55.7436483416,75.2,55.7436483416,55.7436483416,52.9564659245,55.7436483416,53.103567309,83.324099723,50.4483889436,53.103567309,0,33.84,25.0846417537,0,0,23.8966052891,0,0,37.4958448753,22.7017750246
2030-04-02 10:00:00,55.7436483416,75.2,55.7436483416,55.7436483416,52.9564659245,55.7436483416,53.103567309,83.324099723,50.4483889436,53.103567309,0,33.84,25.0846417537,0,0,23.8966052891,0,0,37.4958448753,22.7017750246
2030-04-02 11:00:00,55.7436483416,75.2,55.7436483416,55.7436483416,52.9564659245,50.3086426283,53.103567309,83.324099723,50.4483889436,53.103567309,0,33.84,25.0846417537,0,0,23.8966052891,0,0,37.4958448753,22.7017750246
2030-04-02 12:00:00,55.7436483416,75.2,55.7436483416,55.7436483416,52.9564659245,50.3086426283,53.103567309,83.324099723,50.4483889436,53.103567309,0,33.84,25.0846417537,0,0,23.8966052891,0,0,37.4958448753,22.7017750246
2030-04-02 13:00:00,55.8984919042,75.2,55.8984919042,55.8984919042,53.103567309,50.4483889436,53.103567309,83.324099723,50.4483889436,53.103567309,0,33.84,25.1543213569,0,0,23.8966052891,0,0,37.4958448753,22.7017750246
2030-04-02 14:00:00,58.46690522,75.2,55.8984919042,61.9373871515,58.8405177939,55.8984919042,53.103567309,83.324099723,50.4483889436,55.8984919042,0,33.84,25.1543213569,0,0,25.1543213569,0,0,37.4958448753,22.7017750246
2030-04-02 15:00:00,67.868,75.2,64.4746,75.2,71.44,63.9935927987,53.103567309,83.324099723,50.4483889436,55.8984919042,0,33.84,29.01357,0,0,25.1543213569,0,0,37.4958448753,22.7017750246
2030-04-02 16:00:00,73.5016187619,75.2,70.9070280318,77.3701250125,77.3701250125,67.868,53.103567309,83.324099723,50.4483889436,73.5016187619,0,33.84,31.9081626143,0,0,25.1543213569,0,0,37.4958448753,22.7017750246
2030-04-02 17:00:00,73.5016187619,75.2,70.9070280318,77.3701250125,77.3701250125,67.868,53.103567309,83.324099723,50.4483889436,73.5016187619,0,33.84,31.9081626143,0,0,25.1543213569,0,0,37.4958448753,22.7017750246
2030-04-02 18:00:00,73.5016187619,75.2,70.9070280318,77.3701250125,77.3701250125,67.868,53.103567309,83.324099723,50.4483889436,73.5016187619,0,33.84,31.9081626143,0,0,25.1543213569,0,0,37.4958448753,22.7017750246
2030-04-02 19:00:00,73.5016187619,75.2,70.9070280318,77.3701250125,77.3701250125,67.868,53.103567309,83.324099723,50.4483889436,73.5016187619,0,33.84,31.9081626143,0,0,25.1543213569,0,0,37.4958448753,22.7017750246
2030-04-02 20:00:00,73.5016187619,75.2,70.9070280318,75.2,77.3701250125,67.868,53.103567309,83.324099723,50.4483889436,73.5016187619,0,33.84,31.9081626143,0,0,25.1543213569,0,0,37.4958448753,22.7017750246
2030-04-02 21:00:00,73.5016187619,75.2,70.9070280318,75.2,77.3701250125,67.868,53.103567309,83.324099723,50.4483889436,73.5016187619,0,33.84,31.9081626143,0,0,25.1543213569,0,0,37.4958448753,22.7017750246
2030-04-02 22:00:00,73.5016187619,75.2,69.8265378238,75.2,77.3701250125,66.3352109326,53.103567309,83.324099723,50.4483889436,73.5016187619,0,33.84,31.4219420207,0,0,25.1543213569,0,0,37.4958448753,22.7017750246
2030-04-02 23:00:00,67.868,75.2,67.3616766302,75.2,71.44,63.9935927987,53.103567309,83.324099723,50.4483889436,67.868,0,33.84,30.3127544836,0,0,25.1543213569,0,0,37.4958448753,22.7017750246
2030-04-03 00:00:00,66.1514568002,75.2,66.1514568002,69.6331124212,69.6331124212,63.9935927987,53.103567309,83.324099723,50.4483889436,66.1514568002,0,33.84,29.7681555601,0,0,25.1543213569,0,0,37.4958448753,22.7017750246
